institution_id,display_name
INSTITUTE_OF_URBAN_ENVIRONMENT_CAS,"Institute of Urban Environment, CAS"
HANGZHOU_INSTITUTE_FOR_ADVANCED_STUDY_CAS,"Hangzhou Institute for Advanced Study, CAS"
NANJING_INSTITUTE_OF_GEOLOGY_AND_PALAEONTOLOGY_CAS,"Nanjing Institute of Geology and Palaeontology, CAS"
INSTITUTE_OF_SOIL_SCIENCE_CAS,"Institute of Soil Science, CAS"
NANJING_INSTITUTE_OF_GEOGRAPHY_AND_LIMNOLOGY_CAS,"Nanjing Institute of Geography and Limnology, CAS"
PURPLE_MOUNTAIN_OBSERVATORY_CAS,"Purple Mountain Observatory, CAS"
SUZHOU_INSTITUTE_OF_NANO_TECH_AND_NANO_BIONICS_CAS,"Suzhou Institute of Nano-Tech and Nano-Bionics, CAS"
SUZHOU_INSTITUTE_OF_BIOMEDICAL_ENGINEERING_AND_TECHNOLOGY_CAS,"Suzhou Institute of Biomedical Engineering and Technology, CAS"
WUHAN_INSTITUTE_OF_ROCK_AND_SOIL_MECHANICS_CAS,"Wuhan Institute of Rock and Soil Mechanics, CAS"
INNOVATION_ACADEMY_FOR_PRECISION_MEASUREMENT_SCIENCE_AND_TECHNOLOGY_CAS,"Innovation Academy for Precision Measurement Science and Technology, CAS"
WUHAN_INSTITUTE_OF_VIROLOGY_CAS,"Wuhan Institute of Virology, CAS"
INSTITUTE_OF_HYDROBIOLOGY_CAS,"Institute of Hydrobiology, CAS"
WUHAN_BOTANICAL_GARDEN_CAS,"Wuhan Botanical Garden, CAS"
SOUTH_CHINA_SEA_INSTITUTE_OF_OCEANOLOGY_CAS,"South China Sea Institute of Oceanology, CAS"
SOUTH_CHINA_BOTANICAL_GARDEN_CAS,"South China Botanical Garden, CAS"
GUANGZHOU_INSTITUTE_OF_ENERGY_CONVERSION_CAS,"Guangzhou Institute of Energy Conversion, CAS"
GUANGZHOU_INSTITUTE_OF_GEOCHEMISTRY_CAS,"Guangzhou Institute of Geochemistry, CAS"
GUANGZHOU_INSTITUTE_OF_BIOMEDICINE_AND_HEALTH_CAS,"Guangzhou Institute of Biomedicine and Health, CAS"
SHENZHEN_INSTITUTE_OF_ADVANCED_TECHNOLOGY_CAS,"Shenzhen Institute of Advanced Technology, CAS"
XISHUANGBANNA_TROPICAL_BOTANICAL_GARDEN_CAS,"Xishuangbanna Tropical Botanical Garden, CAS"
INSTITUTE_OF_DEEP_SEA_SCIENCE_AND_ENGINEERING_CAS,"Institute of Deep-sea Science and Engineering, CAS"
CHENGDU_INSTITUTE_OF_BIOLOGY_CAS,"Chengdu Institute of Biology, CAS"
INSTITUTE_OF_MOUNTAIN_HAZARDS_AND_ENVIRONMENT_CAS,"Institute of Mountain Hazards and Environment, CAS"
CHONGQING_INSTITUTE_OF_GREEN_AND_INTELLIGENT_TECHNOLOGY_CAS,"Chongqing Institute of Green and Intelligent Technology, CAS"
KUNMING_INSTITUTE_OF_ZOOLOGY_CAS,"Kunming Institute of Zoology, CAS"
KUNMING_INSTITUTE_OF_BOTANY_CAS,"Kunming Institute of Botany, CAS"
INSTITUTE_OF_GEOCHEMISTRY_CAS,"Institute of Geochemistry, CAS (Guiyang)"
XIAN_INSTITUTE_OF_OPTICS_AND_PRECISION_MECHANICS_CAS,"Xi'an Institute of Optics and Precision Mechanics, CAS"
NATIONAL_TIME_SERVICE_CENTER_CAS,"National Time Service Center, CAS"
INSTITUTE_OF_EARTH_ENVIRONMENT_CAS,"Institute of Earth Environment, CAS"
INSTITUTE_OF_COAL_CHEMISTRY_CAS,"Institute of Coal Chemistry, CAS"
INSTITUTE_OF_MODERN_PHYSICS_CAS,"Institute of Modern Physics, CAS"
LANZHOU_INSTITUTE_OF_CHEMICAL_PHYSICS_CAS,"Lanzhou Institute of Chemical Physics, CAS"
NORTHWEST_INSTITUTE_OF_ECO_ENVIRONMENT_AND_RESOURCES_CAS,"Northwest Institute of Eco-Environment and Resources, CAS"
QINGHAI_INSTITUTE_OF_SALT_LAKES_CAS,"Qinghai Institute of Salt Lakes, CAS"
NORTHWEST_INSTITUTE_OF_PLATEAU_BIOLOGY_CAS,"Northwest Institute of Plateau Biology, CAS"
XINJIANG_TECHNICAL_INSTITUTE_OF_PHYSICS_AND_CHEMISTRY_CAS,"Xinjiang Technical Institute of Physics and Chemistry, CAS"
XINJIANG_INSTITUTE_OF_ECOLOGY_AND_GEOGRAPHY_CAS,"Xinjiang Institute of Ecology and Geography, CAS"
RIKEN_CENTER_FOR_EMERGENT_MATTER_SCIENCE,"RIKEN Center for Emergent Matter Science"
RIKEN_CENTER_FOR_SUSTAINABLE_RESOURCE_SCIENCE,"RIKEN Center for Sustainable Resource Science"
RIKEN_NISHINA_CENTER_FOR_ACCELERATOR_BASED_SCIENCE,"RIKEN Nishina Center for Accelerator-Based Science"
RIKEN_CENTER_FOR_BRAIN_SCIENCE,"RIKEN Center for Brain Science"
RIKEN_SPRING_8_CENTER,"RIKEN SPring-8 Center"
RIKEN_CENTER_FOR_INTEGRATIVE_MEDICAL_SCIENCES,"RIKEN Center for Integrative Medical Sciences"
RIKEN_CENTER_FOR_BIOSYSTEMS_DYNAMICS_RESEARCH,"RIKEN Center for Biosystems Dynamics Research"
RIKEN_CENTER_FOR_ADVANCED_INTELLIGENCE_PROJECT,"RIKEN Center for Advanced Intelligence Project"
RIKEN_BIORESOURCE_RESEARCH_CENTER,"RIKEN BioResource Research Center"
RIKEN_CENTER_FOR_COMPUTATIONAL_SCIENCE,"RIKEN Center for Computational Science"
RIKEN_CENTER_FOR_ADVANCED_PHOTONICS,"RIKEN Center for Advanced Photonics"
INTERNATIONAL_RICE_RESEARCH_INSTITUTE,"International Rice Research Institute"
INTERNATIONAL_MAIZE_AND_WHEAT_IMPROVEMENT_CENTER,"International Maize and Wheat Improvement Center"
INTERNATIONAL_POTATO_CENTER,"International Potato Center"
INTERNATIONAL_CENTER_FOR_AGRICULTURAL_RESEARCH_IN_THE_DRY_AREAS,"International Center for Agricultural Research in the Dry Areas"
INTERNATIONAL_CROPS_RESEARCH_INSTITUTE_FOR_THE_SEMI_ARID_TROPICS,"International Crops Research Institute for the Semi-Arid Tropics"
INTERNATIONAL_FOOD_POLICY_RESEARCH_INSTITUTE,"International Food Policy Research Institute"
INTERNATIONAL_INSTITUTE_OF_TROPICAL_AGRICULTURE,"International Institute of Tropical Agriculture"
INTERNATIONAL_LIVESTOCK_RESEARCH_INSTITUTE,"International Livestock Research Institute"
INTERNATIONAL_WATER_MANAGEMENT_INSTITUTE,"International Water Management Institute"
CENTER_FOR_INTERNATIONAL_FORESTRY_RESEARCH_AND_WORLD_AGROFORESTRY,"Center for International Forestry Research and World Agroforestry (CIFOR-ICRAF)"
WORLDFISH,"WorldFish"
ALLIANCE_OF_BIOVERSITY_INTERNATIONAL_AND_CIAT,"Alliance of Bioversity International and CIAT"
AFRICARICE,"AfricaRice"
CERN_EUROPEAN_ORGANIZATION_FOR_NUCLEAR_RESEARCH,"CERN – European Organization for Nuclear Research"
EUROPEAN_SPACE_AGENCY,"European Space Agency"
EUROPEAN_SOUTHERN_OBSERVATORY,"European Southern Observatory"
ITER_ORGANIZATION,"ITER Organization"
EUROPEAN_MOLECULAR_BIOLOGY_LABORATORY,"European Molecular Biology Laboratory"
EMBLS_EUROPEAN_BIOINFORMATICS_INSTITUTE,"EMBL's European Bioinformatics Institute"
INTERNATIONAL_AGENCY_FOR_RESEARCH_ON_CANCER,"International Agency for Research on Cancer"
MRC_LABORATORY_OF_MOLECULAR_BIOLOGY,"MRC Laboratory of Molecular Biology"
MRC_LABORATORY_OF_MEDICAL_SCIENCES,"MRC Laboratory of Medical Sciences"
UK_DEMENTIA_RESEARCH_INSTITUTE,"UK Dementia Research Institute"
THE_FRANCIS_CRICK_INSTITUTE,"The Francis Crick Institute"
MRC_UNIT_THE_GAMBIA_AT_LSHTM,"MRC Unit The Gambia at LSHTM"
MRC_UNIVERSITY_OF_GLASGOW_CENTRE_FOR_VIRUS_RESEARCH,"MRC-University of Glasgow Centre for Virus Research"
MRC_UVRI_AND_LSHTM_UGANDA_RESEARCH_UNIT,"MRC/UVRI and LSHTM Uganda Research Unit"
MRC_HUMAN_GENETICS_UNIT,"MRC Human Genetics Unit"
MRC_MITOCHONDRIAL_BIOLOGY_UNIT,"MRC Mitochondrial Biology Unit"
MRC_MOLECULAR_HAEMATOLOGY_UNIT,"MRC Molecular Haematology Unit"
MRC_PRION_UNIT_AT_UCL,"MRC Prion Unit at UCL"
MRC_PROTEIN_PHOSPHORYLATION_AND_UBIQUITYLATION_UNIT,"MRC Protein Phosphorylation and Ubiquitylation Unit"
MRC_TOXICOLOGY_UNIT,"MRC Toxicology Unit"
MRC_WEATHERALL_INSTITUTE_OF_MOLECULAR_MEDICINE,"MRC Weatherall Institute of Molecular Medicine"
MRC_BRAIN_NETWORK_DYNAMICS_UNIT,"MRC Brain Network Dynamics Unit"
MRC_COGNITION_AND_BRAIN_SCIENCES_UNIT,"MRC Cognition and Brain Sciences Unit"
MRC_BIOSTATISTICS_UNIT,"MRC Biostatistics Unit"
MRC_CLINICAL_TRIALS_UNIT_AT_UCL,"MRC Clinical Trials Unit at UCL"
MRC_EPIDEMIOLOGY_UNIT,"MRC Epidemiology Unit"
MRC_INTEGRATIVE_EPIDEMIOLOGY_UNIT,"MRC Integrative Epidemiology Unit"
MRC_UNIT_FOR_LIFELONG_HEALTH_AND_AGEING,"MRC Unit for Lifelong Health and Ageing"
MRC_METABOLIC_DISEASES_UNIT,"MRC Metabolic Diseases Unit"
MRC_SOCIAL_GENETIC_AND_DEVELOPMENTAL_PSYCHIATRY_CENTRE,"MRC Social, Genetic and Developmental Psychiatry Centre"
WELLCOME_SANGER_INSTITUTE,"Wellcome Sanger Institute"
BABRAHAM_INSTITUTE,"Babraham Institute"
WELLCOME_MRC_INSTITUTE_OF_METABOLIC_SCIENCE,"Wellcome-MRC Institute of Metabolic Science"
BROAD_INSTITUTE_OF_MIT_AND_HARVARD,"Broad Institute of MIT and Harvard"
SALK_INSTITUTE_FOR_BIOLOGICAL_STUDIES,"Salk Institute for Biological Studies"
SCRIPPS_RESEARCH,"Scripps Research"
COLD_SPRING_HARBOR_LABORATORY,"Cold Spring Harbor Laboratory"
HOWARD_HUGHES_MEDICAL_INSTITUTE,"Howard Hughes Medical Institute"
ALLEN_INSTITUTE_FOR_BRAIN_SCIENCE,"Allen Institute for Brain Science"
ALLEN_INSTITUTE_FOR_ARTIFICIAL_INTELLIGENCE,"Allen Institute for Artificial Intelligence"
ALLEN_INSTITUTE_FOR_CELL_SCIENCE,"Allen Institute for Cell Science"
VAN_ANDEL_INSTITUTE,"Van Andel Institute"
J_CRAIG_VENTER_INSTITUTE,"J. Craig Venter Institute"
WHITEHEAD_INSTITUTE_FOR_BIOMEDICAL_RESEARCH,"Whitehead Institute for Biomedical Research"
INSTITUTE_FOR_SYSTEMS_BIOLOGY,"Institute for Systems Biology"
OTHER,"Other"
